,index,acc,loss,val_acc,val_loss
count,128.0,128.0,128.0,128.0,128.0
mean,44.6328125,0.993320703125,0.0232679010335,0.99301328125,0.0286009344161
std,31.8939855841,0.00581668819273,0.0187740485725,0.00139167214291,0.00573630430668
min,0.0,0.936366666667,0.0166583671697,0.9835,0.0200090509948
25%,15.75,0.994225,0.0182911950375,0.9929,0.0237652425596
50%,40.5,0.994566666667,0.0198369792259,0.9933,0.0281082139078
75%,72.25,0.9948375,0.0208633372032,0.9936,0.0324745159499
max,104.0,0.995483333333,0.20812578046,0.9945,0.0518416239026
