,index,acc,loss,val_acc,val_loss
count,77.0,77.0,77.0,77.0,77.0
mean,38.0,0.684735324675,0.985871579342,0.482553246753,2.28617631318
std,22.3718573212,0.159203737026,0.518757235733,0.0487843201309,0.506681688174
min,0.0,0.12598,0.470611223859,0.2167,1.63476657116
25%,19.0,0.61174,0.59425348801,0.4891,1.79823330212
50%,38.0,0.73672,0.808869749296,0.4965,2.17655197489
75%,57.0,0.80572,1.21999757442,0.5006,2.71782589829
max,76.0,0.84636,2.76379192772,0.5137,3.21021640265
