,index,acc,loss,val_acc,val_loss,tr_size,l_iqr,h_iqr,iqr,l_thr,h_thr,min,max
0,0,0.87415,0.405869912775,0.9723,0.0973525095691,60000,0.0202520154417,0.207286715508,0.187034700066,-0.0732653345913,0.30080406554,0.0100065572187,19.1441421509
1,1,0.954633333333,0.16157462925,0.9781,0.0748717470367,60000,0.0202520154417,0.207286715508,0.187034700066,-0.0732653345913,0.30080406554,0.0100065572187,19.1441421509
2,2,0.967633333333,0.117001928004,0.9831,0.0611834357194,60000,0.0202520154417,0.207286715508,0.187034700066,-0.0732653345913,0.30080406554,0.0100065572187,19.1441421509
3,3,0.972016666667,0.100147279599,0.9832,0.0566796249349,60000,0.0202520154417,0.207286715508,0.187034700066,-0.0732653345913,0.30080406554,0.0100065572187,19.1441421509
4,4,0.9769,0.0827901907603,0.9832,0.0613759428114,60000,0.0202520154417,0.207286715508,0.187034700066,-0.0732653345913,0.30080406554,0.0100065572187,19.1441421509
5,5,0.980066666667,0.0711713582403,0.9841,0.0543529291953,60000,0.0202520154417,0.207286715508,0.187034700066,-0.0732653345913,0.30080406554,0.0100065572187,19.1441421509
6,6,0.981483333333,0.0660883427725,0.986,0.0504191052931,60000,0.0202520154417,0.207286715508,0.187034700066,-0.0732653345913,0.30080406554,0.0100065572187,19.1441421509
7,7,0.98355,0.0583071623117,0.9867,0.0484857632156,60000,0.0202520154417,0.207286715508,0.187034700066,-0.0732653345913,0.30080406554,0.0100065572187,19.1441421509
8,8,0.9845,0.0554852027109,0.9875,0.0467063407053,60000,0.0202520154417,0.207286715508,0.187034700066,-0.0732653345913,0.30080406554,0.0100065572187,19.1441421509
9,9,0.98515,0.0530301332129,0.9881,0.0472084502477,60000,0.0202520154417,0.207286715508,0.187034700066,-0.0732653345913,0.30080406554,0.0100065572187,19.1441421509
10,10,0.9866,0.0477531393429,0.9867,0.0499714439563,60000,0.0202520154417,0.207286715508,0.187034700066,-0.0732653345913,0.30080406554,0.0100065572187,19.1441421509
11,11,0.987816666667,0.0436764966288,0.9882,0.045396599713,60000,0.0202520154417,0.207286715508,0.187034700066,-0.0732653345913,0.30080406554,0.0100065572187,19.1441421509
12,12,0.987816666667,0.0436417907936,0.9855,0.052322346507,60000,0.0202520154417,0.207286715508,0.187034700066,-0.0732653345913,0.30080406554,0.0100065572187,19.1441421509
13,13,0.9886,0.0418008308079,0.9891,0.0408529507482,60000,0.0202520154417,0.207286715508,0.187034700066,-0.0732653345913,0.30080406554,0.0100065572187,19.1441421509
14,14,0.989383333333,0.0374371822721,0.9882,0.0474999770567,60000,0.0202520154417,0.207286715508,0.187034700066,-0.0732653345913,0.30080406554,0.0100065572187,19.1441421509
15,15,0.989466666667,0.037604436117,0.9886,0.0471697302837,60000,0.0202520154417,0.207286715508,0.187034700066,-0.0732653345913,0.30080406554,0.0100065572187,19.1441421509
16,0,0.696347031963,0.952428050543,0.9882,0.045235187586,876,0.0367688052356,0.358653247356,0.321884442121,-0.124173415825,0.519595468417,0.0100067378953,9.61535072327
17,1,0.754566210046,0.739186179999,0.988,0.0430705502229,876,0.0367688052356,0.358653247356,0.321884442121,-0.124173415825,0.519595468417,0.0100067378953,9.61535072327
18,2,0.788812785388,0.65442921985,0.986,0.0509537133754,876,0.0367688052356,0.358653247356,0.321884442121,-0.124173415825,0.519595468417,0.0100067378953,9.61535072327
19,0,0.755913978495,0.71230845626,0.9893,0.0397222528349,930,0.0281310114078,0.19196087867,0.163829867262,-0.0537839222234,0.273875812301,0.0100580323488,9.97118282318
20,1,0.808602150538,0.58102488686,0.9885,0.0424027750048,930,0.0281310114078,0.19196087867,0.163829867262,-0.0537839222234,0.273875812301,0.0100580323488,9.97118282318
21,2,0.833333333333,0.513890977508,0.9898,0.0413528704191,930,0.0281310114078,0.19196087867,0.163829867262,-0.0537839222234,0.273875812301,0.0100580323488,9.97118282318
22,3,0.833333333333,0.472859410389,0.9887,0.043718739968,930,0.0281310114078,0.19196087867,0.163829867262,-0.0537839222234,0.273875812301,0.0100580323488,9.97118282318
23,4,0.847311827957,0.479418430277,0.9883,0.0465668157539,930,0.0281310114078,0.19196087867,0.163829867262,-0.0537839222234,0.273875812301,0.0100580323488,9.97118282318
24,0,0.816326530612,0.569610071223,0.9882,0.0438251530391,588,0.0405467739329,0.271617874503,0.23107110057,-0.0749887763523,0.387153424788,0.0100654382259,4.90501928329
25,1,0.802721088435,0.588915637067,0.9871,0.0473156952265,588,0.0405467739329,0.271617874503,0.23107110057,-0.0749887763523,0.387153424788,0.0100654382259,4.90501928329
26,2,0.811224489796,0.524118816619,0.9868,0.0456185149129,588,0.0405467739329,0.271617874503,0.23107110057,-0.0749887763523,0.387153424788,0.0100654382259,4.90501928329
27,0,0.809052333805,0.507527645767,0.9888,0.0470790486387,707,0.0283111417666,0.140062339604,0.111751197837,-0.027564457152,0.195937938523,0.010038645938,6.02458047867
28,1,0.879773691655,0.403326649351,0.9877,0.0544478205665,707,0.0283111417666,0.140062339604,0.111751197837,-0.027564457152,0.195937938523,0.010038645938,6.02458047867
29,2,0.875530410184,0.371635815044,0.9872,0.0513355505656,707,0.0283111417666,0.140062339604,0.111751197837,-0.027564457152,0.195937938523,0.010038645938,6.02458047867
30,0,0.814249363868,0.555434483987,0.988,0.0444558997105,393,0.0263366871513,0.164064802229,0.137728115078,-0.0425273703877,0.232928859768,0.0100228125229,4.06514215469
31,1,0.854961832061,0.386144453408,0.9881,0.0463519293079,393,0.0263366871513,0.164064802229,0.137728115078,-0.0425273703877,0.232928859768,0.0100228125229,4.06514215469
32,2,0.885496183206,0.354097418734,0.9872,0.0463505596485,393,0.0263366871513,0.164064802229,0.137728115078,-0.0425273703877,0.232928859768,0.0100228125229,4.06514215469
