,index,acc,loss,val_acc,val_loss,tr_size,l_iqr,h_iqr,iqr,l_thr,h_thr,min,max
count,168.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0
mean,2.18452380952,0.882913704547,0.370123234108,0.989718452381,0.0467366060167,7928.11309524,0.028284308678,0.245994054543,0.217709745865,-0.0805705642547,0.354848927476,0.0120578871242,3.55840713628
std,2.19318454639,0.126307551477,0.338763034291,0.00218411905208,0.0129032148691,20274.2038161,0.0169580985431,0.32707616098,0.320252793973,0.154477659078,0.487078867438,0.00501934253812,3.85302613612
min,0.0,0.344827586207,0.00222082994878,0.9784,0.026519700583,1.0,0.0141438092105,0.0359785333276,0.00107023306191,-1.06591403158,0.0465567717329,0.0100015597418,0.0485164523125
25%,1.0,0.817803030303,0.0989145969564,0.9891,0.0382118509725,8.0,0.0161902147811,0.0479813357815,0.0273191165179,-0.110799720977,0.0562329497188,0.0101428683847,0.436441302299
50%,2.0,0.911764705882,0.308288174383,0.98985,0.0432620682432,29.0,0.021363758482,0.15177796036,0.132103082258,-0.0376883018762,0.217829501489,0.0106708882377,1.92978870869
75%,3.0,0.997445833333,0.503290141622,0.9911,0.0530759323538,196.75,0.0338725093752,0.320975676179,0.292408316396,0.00159471668303,0.46737132431,0.0125493155792,5.56513941288
max,11.0,1.0,2.30618058402,0.9933,0.102227981533,60000.0,0.0866195131093,2.305768013,2.24778802972,0.0594876147807,3.42966202786,0.0463759861887,13.9655017853
