,index,acc,loss,val_acc,val_loss,tr_size,l_iqr,h_iqr,iqr,l_thr,h_thr,min,max
count,444.0,444.0,444.0,444.0,444.0,444.0,444.0,444.0,444.0,444.0,444.0,444.0,444.0
mean,2.25225225225,0.863741080279,0.412223976844,0.986664189189,0.0471822559196,2494.91891892,0.0240365625044,0.117626389411,0.0935898269065,-0.0227583509488,0.164421302864,0.0104775641927,2.42983598198
std,2.23442578145,0.161097537619,0.32736582699,0.00374420262425,0.0105574709592,11494.5324446,0.00504568894382,0.0870957239955,0.084479011271,0.0399735338096,0.129299248753,0.000588499396147,3.2254791791
min,0.0,0.0,6.24080130365e-05,0.9539,0.0364533705719,1.0,0.0148527894635,0.0361184291542,0.0178479216993,-0.178637858015,0.0450423900038,0.0100005967543,0.0781196728349
25%,1.0,0.811707897864,0.230043586344,0.9854,0.041141462964,3.0,0.0211025788449,0.0493880417198,0.0273461941397,-0.0455791195855,0.0635307731573,0.0100702550262,0.225411832333
50%,2.0,0.896708622433,0.350893326315,0.9875,0.0446441437948,29.0,0.0237594358623,0.07240049541,0.0502356579527,-0.00238922913559,0.0967962252907,0.0102509548888,0.904194891453
75%,3.0,0.9948875,0.539670731463,0.989,0.049374020984,226.0,0.0275309868157,0.173768371344,0.150636725128,0.00695984740742,0.247254494578,0.0107349902391,4.20140600204
max,13.0,1.0,3.03074789047,0.9912,0.134022021453,60000.0,0.0416163764894,0.450309462845,0.419298213907,0.0157497592736,0.659958569799,0.0124383242801,17.2739143372
