,index,acc,loss,val_acc,val_loss,tr_size,l_iqr,h_iqr,iqr,l_thr,h_thr,min,max
0,0,0.8537,0.461674137524,0.9604,0.133174135841,60000,0.021177561488,0.248721126467,0.227543564979,-0.0925942210015,0.362492908956,0.0100120352581,17.2739143372
1,1,0.94895,0.177604622403,0.9709,0.0932645442903,60000,0.021177561488,0.248721126467,0.227543564979,-0.0925942210015,0.362492908956,0.0100120352581,17.2739143372
2,2,0.964633333333,0.127658391975,0.9824,0.0610651686688,60000,0.021177561488,0.248721126467,0.227543564979,-0.0925942210015,0.362492908956,0.0100120352581,17.2739143372
3,3,0.970016666667,0.105785040426,0.9858,0.0493596330951,60000,0.021177561488,0.248721126467,0.227543564979,-0.0925942210015,0.362492908956,0.0100120352581,17.2739143372
4,4,0.97395,0.0908770764581,0.9849,0.0497608534511,60000,0.021177561488,0.248721126467,0.227543564979,-0.0925942210015,0.362492908956,0.0100120352581,17.2739143372
5,5,0.977466666667,0.0810550961355,0.9874,0.0451927266831,60000,0.021177561488,0.248721126467,0.227543564979,-0.0925942210015,0.362492908956,0.0100120352581,17.2739143372
6,6,0.9793,0.0730840318704,0.9867,0.045924336231,60000,0.021177561488,0.248721126467,0.227543564979,-0.0925942210015,0.362492908956,0.0100120352581,17.2739143372
7,7,0.980866666667,0.0670313469795,0.9867,0.0458351266217,60000,0.021177561488,0.248721126467,0.227543564979,-0.0925942210015,0.362492908956,0.0100120352581,17.2739143372
8,0,0.675318066158,1.02953576951,0.9877,0.0495320526065,1965,0.0359461875632,0.301094383001,0.265148195438,-0.0966279101558,0.43366848072,0.0100335283205,8.93075942993
9,1,0.735877862595,0.834164156714,0.9875,0.0477112555789,1965,0.0359461875632,0.301094383001,0.265148195438,-0.0966279101558,0.43366848072,0.0100335283205,8.93075942993
10,2,0.753180661578,0.75304356115,0.9886,0.0450225263934,1965,0.0359461875632,0.301094383001,0.265148195438,-0.0966279101558,0.43366848072,0.0100335283205,8.93075942993
11,3,0.777608142494,0.665500442945,0.9857,0.0502915750718,1965,0.0359461875632,0.301094383001,0.265148195438,-0.0966279101558,0.43366848072,0.0100335283205,8.93075942993
12,4,0.786259541985,0.644006226354,0.9872,0.0490390843994,1965,0.0359461875632,0.301094383001,0.265148195438,-0.0966279101558,0.43366848072,0.0100335283205,8.93075942993
13,0,0.763145200193,0.707143848091,0.9901,0.0395054233065,2073,0.0416163764894,0.21375118196,0.172134805471,-0.044451026246,0.299818584695,0.0100028244779,9.79285907745
14,1,0.776169802219,0.664225883448,0.9878,0.0394878549689,2073,0.0416163764894,0.21375118196,0.172134805471,-0.044451026246,0.299818584695,0.0100028244779,9.79285907745
15,2,0.795465508924,0.614133828973,0.9894,0.0374634403957,2073,0.0416163764894,0.21375118196,0.172134805471,-0.044451026246,0.299818584695,0.0100028244779,9.79285907745
16,0,0.761980830671,0.684392581542,0.988,0.0428197339284,1878,0.0357778016478,0.215901006013,0.180123204365,-0.0542838005349,0.305962608196,0.0100274477154,7.49103069305
17,1,0.782747603834,0.627119831384,0.99,0.0376909640797,1878,0.0357778016478,0.215901006013,0.180123204365,-0.0542838005349,0.305962608196,0.0100274477154,7.49103069305
18,2,0.794462193823,0.599023035064,0.9894,0.0386405509495,1878,0.0357778016478,0.215901006013,0.180123204365,-0.0542838005349,0.305962608196,0.0100274477154,7.49103069305
19,3,0.812034078807,0.547005600727,0.9867,0.0433086322215,1878,0.0357778016478,0.215901006013,0.180123204365,-0.0542838005349,0.305962608196,0.0100274477154,7.49103069305
20,0,0.798071127185,0.587265791988,0.9888,0.0401375175216,1659,0.0297065377235,0.157553836703,0.12784729898,-0.0342171117663,0.221477486193,0.0100064361468,8.39936923981
21,1,0.810729355033,0.559536389266,0.9894,0.0408001824576,1659,0.0297065377235,0.157553836703,0.12784729898,-0.0342171117663,0.221477486193,0.0100064361468,8.39936923981
22,2,0.830620855937,0.469897313182,0.9892,0.0387483792609,1659,0.0297065377235,0.157553836703,0.12784729898,-0.0342171117663,0.221477486193,0.0100064361468,8.39936923981
23,3,0.838456901748,0.484507497461,0.9892,0.0394118506584,1659,0.0297065377235,0.157553836703,0.12784729898,-0.0342171117663,0.221477486193,0.0100064361468,8.39936923981
24,0,0.79,0.631075573197,0.9886,0.0404760198676,1300,0.0293787061237,0.170343570411,0.140964864288,-0.0411037260201,0.240826002555,0.0100053530186,5.06898212433
25,1,0.813846153846,0.538826404168,0.9898,0.0364533705719,1300,0.0293787061237,0.170343570411,0.140964864288,-0.0411037260201,0.240826002555,0.0100053530186,5.06898212433
26,2,0.830769230769,0.513018281872,0.987,0.0438237788923,1300,0.0293787061237,0.170343570411,0.140964864288,-0.0411037260201,0.240826002555,0.0100053530186,5.06898212433
27,3,0.839230769231,0.457921977685,0.9884,0.0413567648611,1300,0.0293787061237,0.170343570411,0.140964864288,-0.0411037260201,0.240826002555,0.0100053530186,5.06898212433
28,0,0.798977853492,0.589926407731,0.9895,0.0374385663471,1174,0.0303005618043,0.172532420605,0.142231858801,-0.0408153675962,0.243648350006,0.0100566484034,7.03287315369
29,1,0.857751277683,0.458352745696,0.9881,0.0391997502295,1174,0.0303005618043,0.172532420605,0.142231858801,-0.0408153675962,0.243648350006,0.0100566484034,7.03287315369
30,2,0.870528109029,0.396424035578,0.9891,0.0396963878261,1174,0.0303005618043,0.172532420605,0.142231858801,-0.0408153675962,0.243648350006,0.0100566484034,7.03287315369
