,index,acc,loss,val_acc,val_loss,tr_size,l_iqr,h_iqr,iqr,l_thr,h_thr,min,max
count,387.0,387.0,387.0,387.0,387.0,387.0,387.0,387.0,387.0,387.0,387.0,387.0,387.0
mean,2.13178294574,0.884447292868,0.319947957964,0.993164341085,0.0235698973594,4305.40310078,0.0239829110867,0.0999223811995,0.0759394701127,-0.0139868239696,0.137892116256,0.0103974203923,1.84735241915
std,2.11598840179,0.13608683256,0.227874337397,0.00133683167601,0.00382173072724,15273.7078375,0.00556437559514,0.0619186604001,0.0587951857864,0.0268726359802,0.0912581778498,0.000514178091673,3.57370729118
min,0.0,0.0,0.000380469224183,0.9821,0.0190318760575,1.0,0.0158752193674,0.0370742678642,0.0152682680637,-0.11526927771,0.0447084018961,0.0100001152605,0.0860184878111
25%,1.0,0.834922526818,0.172846187414,0.9926,0.0211612879614,13.0,0.0202307142317,0.052859833464,0.0293777938932,-0.0300388843752,0.067956060404,0.010034551844,0.214562892914
50%,2.0,0.911764705882,0.272930438646,0.9934,0.0226876726964,40.0,0.0230331048369,0.0685847401619,0.0474923886359,-0.000282277120277,0.0943191112019,0.0101964585483,0.571025967598
75%,3.0,0.989616666667,0.427538017736,0.9941,0.0250655224775,190.0,0.0259495177306,0.145049000159,0.122687452007,0.00559434574097,0.206264576409,0.0105620939285,1.92631226778
max,12.0,1.0,1.57756590843,0.9951,0.0562766729834,60000.0,0.0418427260593,0.333311006427,0.299053522758,0.0145449559204,0.482837767806,0.0130665907636,19.0763454437
