,index,acc,loss,val_acc,val_loss,tr_size,l_iqr,h_iqr,iqr,l_thr,h_thr,min,max
count,410.0,410.0,410.0,410.0,410.0,410.0,410.0,410.0,410.0,410.0,410.0,410.0,410.0
mean,2.02926829268,0.879138094955,0.326996426177,0.99279097561,0.0232367076389,4050.79512195,0.0264084572529,0.1005019727,0.0740935154475,-0.0106383004708,0.137548730424,0.0106366505029,1.65487927462
std,2.27866085823,0.119825902761,0.197295069898,0.00126417305785,0.00382946606475,14874.1149474,0.00685813709628,0.0677980883579,0.0640751958095,0.0291801938423,0.0997525798853,0.000934611585979,3.11279152315
min,0.0,0.0,0.000349582725903,0.9805,0.0189267683303,1.0,0.0150130572729,0.0427185911685,0.0197641951963,-0.106235541403,0.0526304687373,0.0100007168949,0.0699389204383
25%,1.0,0.818181818182,0.197654533191,0.9924,0.0209124706339,9.0,0.0223784996197,0.0535304099321,0.0293464260176,-0.0243190038018,0.0686720893718,0.0100583937019,0.179237157106
50%,2.0,0.895727272727,0.305952919026,0.993,0.0225657536689,43.0,0.0246957719792,0.064214464277,0.0398690896109,0.00393520342186,0.084369466058,0.0102549893782,0.370161384344
75%,3.0,0.990095833333,0.431848961735,0.993575,0.0239381353852,151.0,0.0298485759413,0.140050247312,0.109962578746,0.00947402371094,0.196589185856,0.0107218567282,1.79721999168
max,15.0,1.0,1.09981751442,0.9946,0.0598457156594,60000.0,0.054808370769,0.349703937769,0.295380752534,0.0175632953178,0.497151721269,0.0141459545121,15.548081398
