,index,acc,loss,val_acc,val_loss,tr_size,l_iqr,h_iqr,iqr,l_thr,h_thr,min,max
count,317.0,317.0,317.0,317.0,317.0,317.0,317.0,317.0,317.0,317.0,317.0,317.0,317.0
mean,2.56151419558,0.893062080769,0.357760078694,0.986891167192,0.0544306414407,6516.31230284,0.0240077316931,0.110161679256,0.0861539475632,-0.0190692420884,0.153238653038,0.010402959034,2.72400995821
std,2.70959994781,0.128627789253,0.404283075055,0.00167626323812,0.00518404111907,18568.1535995,0.00606878845213,0.0834674795893,0.0800322019032,0.0370904330189,0.123432897288,0.000462860545563,4.27761756175
min,0.0,0.0,0.001336692716,0.9734,0.041192296563,1.0,0.0152358342893,0.0418039700016,0.0194455045275,-0.15864224243,0.0515267222654,0.0100067975,0.0696193575859
25%,1.0,0.840909090909,0.157613575351,0.9861,0.0519407502766,7.0,0.02036792133,0.0517985764891,0.030096411705,-0.0359987730626,0.065680205822,0.0100549617782,0.144313782454
50%,2.0,0.921052631579,0.296292871487,0.9872,0.0541332966686,28.0,0.0227619702928,0.0722128003836,0.047827558592,-0.00288975401781,0.0946680232882,0.010271128267,0.429408669472
75%,3.0,1.0,0.478916678578,0.988,0.0565128248471,174.0,0.0267582708038,0.134691216052,0.109855065122,0.00746732437983,0.189750155434,0.0105635998771,3.88282799721
max,16.0,1.0,5.76888656616,0.9898,0.0921165913598,60000.0,0.0448891203851,0.409430108964,0.378714900929,0.0128013859503,0.598787559429,0.0130832586437,17.776468277
