,index,acc,loss,val_acc,val_loss,tr_size,l_iqr,h_iqr,iqr,l_thr,h_thr,min,max
0,0,0.8871,0.35599087659,0.9823,0.0596440018283,60000,0.0254465090111,0.597796812654,0.572350303642,-0.26072864281,0.883971964475,0.0100015597418,13.9655017853
1,1,0.973233333333,0.102599928827,0.9863,0.0455546539827,60000,0.0254465090111,0.597796812654,0.572350303642,-0.26072864281,0.883971964475,0.0100015597418,13.9655017853
2,2,0.981916666667,0.072479782965,0.9892,0.0377544542867,60000,0.0254465090111,0.597796812654,0.572350303642,-0.26072864281,0.883971964475,0.0100015597418,13.9655017853
3,3,0.986083333333,0.0550569256176,0.9879,0.0378655777879,60000,0.0254465090111,0.597796812654,0.572350303642,-0.26072864281,0.883971964475,0.0100015597418,13.9655017853
4,4,0.988666666667,0.0435170945996,0.9898,0.0326437584147,60000,0.0254465090111,0.597796812654,0.572350303642,-0.26072864281,0.883971964475,0.0100015597418,13.9655017853
5,5,0.99055,0.0379838439649,0.9909,0.0321657319362,60000,0.0254465090111,0.597796812654,0.572350303642,-0.26072864281,0.883971964475,0.0100015597418,13.9655017853
6,6,0.991583333333,0.0332500611691,0.9926,0.0301905812497,60000,0.0254465090111,0.597796812654,0.572350303642,-0.26072864281,0.883971964475,0.0100015597418,13.9655017853
7,7,0.992916666667,0.0277628791392,0.9913,0.0304583543389,60000,0.0254465090111,0.597796812654,0.572350303642,-0.26072864281,0.883971964475,0.0100015597418,13.9655017853
8,8,0.99395,0.0223865304875,0.9895,0.0432299459644,60000,0.0254465090111,0.597796812654,0.572350303642,-0.26072864281,0.883971964475,0.0100015597418,13.9655017853
9,0,0.801687763713,0.747729712565,0.9892,0.0407828523507,711,0.0270424629562,0.316797211766,0.28975474881,-0.117834911449,0.461674586171,0.0100530358031,6.24173069
10,1,0.894514767932,0.441256834254,0.9901,0.0351395673262,711,0.0270424629562,0.316797211766,0.28975474881,-0.117834911449,0.461674586171,0.0100530358031,6.24173069
11,2,0.917018284107,0.323926788552,0.9898,0.0410768255138,711,0.0270424629562,0.316797211766,0.28975474881,-0.117834911449,0.461674586171,0.0100530358031,6.24173069
12,3,0.928270042194,0.281713916091,0.9892,0.0455900534286,711,0.0270424629562,0.316797211766,0.28975474881,-0.117834911449,0.461674586171,0.0100530358031,6.24173069
13,0,0.74375,0.786950904876,0.9924,0.0299494482639,320,0.0223238551989,0.128741897643,0.106418042444,-0.0308851660229,0.181950918864,0.0100803095847,4.50907707214
14,1,0.8625,0.491673145443,0.9926,0.026519700583,320,0.0223238551989,0.128741897643,0.106418042444,-0.0308851660229,0.181950918864,0.0100803095847,4.50907707214
