,index,acc,loss,val_acc,val_loss,tr_size,l_iqr,h_iqr,iqr,l_thr,h_thr,min,max
0,0,0.885633333333,0.359679519427,0.9837,0.0582124003211,60000,0.0214165616781,0.218046054244,0.196629492566,-0.0768981846049,0.316360800527,0.0100054731593,16.0762042999
1,1,0.973433333333,0.10267565517,0.9867,0.0414080542526,60000,0.0214165616781,0.218046054244,0.196629492566,-0.0768981846049,0.316360800527,0.0100054731593,16.0762042999
2,2,0.981583333333,0.0707190365825,0.9879,0.0416201128085,60000,0.0214165616781,0.218046054244,0.196629492566,-0.0768981846049,0.316360800527,0.0100054731593,16.0762042999
3,3,0.98625,0.0535443881385,0.9891,0.0344569513246,60000,0.0214165616781,0.218046054244,0.196629492566,-0.0768981846049,0.316360800527,0.0100054731593,16.0762042999
4,4,0.98855,0.0427066210959,0.9912,0.0314980278119,60000,0.0214165616781,0.218046054244,0.196629492566,-0.0768981846049,0.316360800527,0.0100054731593,16.0762042999
5,5,0.9905,0.0367699706352,0.9905,0.0379068856852,60000,0.0214165616781,0.218046054244,0.196629492566,-0.0768981846049,0.316360800527,0.0100054731593,16.0762042999
6,6,0.992116666667,0.0304553339765,0.9924,0.0290558081958,60000,0.0214165616781,0.218046054244,0.196629492566,-0.0768981846049,0.316360800527,0.0100054731593,16.0762042999
7,7,0.9932,0.0264048119867,0.9932,0.0258087056484,60000,0.0214165616781,0.218046054244,0.196629492566,-0.0768981846049,0.316360800527,0.0100054731593,16.0762042999
8,8,0.994033333333,0.0231112318107,0.9923,0.0319772686342,60000,0.0214165616781,0.218046054244,0.196629492566,-0.0768981846049,0.316360800527,0.0100054731593,16.0762042999
9,9,0.9947,0.0194139769689,0.9932,0.0250373031729,60000,0.0214165616781,0.218046054244,0.196629492566,-0.0768981846049,0.316360800527,0.0100054731593,16.0762042999
10,0,0.764705882353,0.848556143396,0.9876,0.0458489470341,510,0.0229440592229,0.213906183839,0.190962124616,-0.072537003085,0.309387246147,0.0100222704932,8.53884124756
11,1,0.856862745098,0.507196869044,0.9915,0.0299452093164,510,0.0229440592229,0.213906183839,0.190962124616,-0.072537003085,0.309387246147,0.0100222704932,8.53884124756
12,2,0.886274509804,0.374658126165,0.9919,0.0309083849599,510,0.0229440592229,0.213906183839,0.190962124616,-0.072537003085,0.309387246147,0.0100222704932,8.53884124756
