,index,acc,loss,val_acc,val_loss,tr_size,l_iqr,h_iqr,iqr,l_thr,h_thr,min,max
0,0,0.9306,0.227182088732,0.9821,0.0562766729834,60000,0.018794182688,0.166935067624,0.148140884936,-0.0552762597799,0.241005510092,0.0100012589246,19.0763454437
1,1,0.970866666667,0.0962452740193,0.987,0.0395806143696,60000,0.018794182688,0.166935067624,0.148140884936,-0.0552762597799,0.241005510092,0.0100012589246,19.0763454437
2,2,0.9784,0.0713712003044,0.9893,0.0327673462625,60000,0.018794182688,0.166935067624,0.148140884936,-0.0552762597799,0.241005510092,0.0100012589246,19.0763454437
3,3,0.982283333333,0.0584524067166,0.9909,0.0266545181229,60000,0.018794182688,0.166935067624,0.148140884936,-0.0552762597799,0.241005510092,0.0100012589246,19.0763454437
4,4,0.984633333333,0.0509108406378,0.9914,0.0271739437176,60000,0.018794182688,0.166935067624,0.148140884936,-0.0552762597799,0.241005510092,0.0100012589246,19.0763454437
5,5,0.986166666667,0.0468147694866,0.9913,0.0258101321755,60000,0.018794182688,0.166935067624,0.148140884936,-0.0552762597799,0.241005510092,0.0100012589246,19.0763454437
6,6,0.98755,0.0415258102237,0.9921,0.0244357174882,60000,0.018794182688,0.166935067624,0.148140884936,-0.0552762597799,0.241005510092,0.0100012589246,19.0763454437
7,7,0.98875,0.0374975956421,0.9911,0.0268768424269,60000,0.018794182688,0.166935067624,0.148140884936,-0.0552762597799,0.241005510092,0.0100012589246,19.0763454437
8,8,0.989333333333,0.0356379705873,0.9928,0.0220297709909,60000,0.018794182688,0.166935067624,0.148140884936,-0.0552762597799,0.241005510092,0.0100012589246,19.0763454437
9,9,0.9899,0.0332218986405,0.9934,0.0219028960332,60000,0.018794182688,0.166935067624,0.148140884936,-0.0552762597799,0.241005510092,0.0100012589246,19.0763454437
10,10,0.990266666667,0.0322926689857,0.9943,0.02023978207,60000,0.018794182688,0.166935067624,0.148140884936,-0.0552762597799,0.241005510092,0.0100012589246,19.0763454437
11,11,0.991383333333,0.0291153795763,0.9921,0.0236064275127,60000,0.018794182688,0.166935067624,0.148140884936,-0.0552762597799,0.241005510092,0.0100012589246,19.0763454437
12,12,0.9912,0.0290102352538,0.9924,0.0228519744722,60000,0.018794182688,0.166935067624,0.148140884936,-0.0552762597799,0.241005510092,0.0100012589246,19.0763454437
13,0,0.667112299465,0.940181445948,0.9928,0.0332921289569,748,0.0374907078221,0.249011736363,0.211521028541,-0.0682698064484,0.354772250634,0.0100240763277,6.78260326385
14,1,0.73128342246,0.726208703961,0.9929,0.0269125408351,748,0.0374907078221,0.249011736363,0.211521028541,-0.0682698064484,0.354772250634,0.0100240763277,6.78260326385
15,2,0.763368983957,0.689685760175,0.9931,0.0259103617091,748,0.0374907078221,0.249011736363,0.211521028541,-0.0682698064484,0.354772250634,0.0100240763277,6.78260326385
16,3,0.775401069519,0.580226257961,0.9925,0.0281572796708,748,0.0374907078221,0.249011736363,0.211521028541,-0.0682698064484,0.354772250634,0.0100240763277,6.78260326385
17,4,0.798128342246,0.585623223016,0.9932,0.0256882150683,748,0.0374907078221,0.249011736363,0.211521028541,-0.0682698064484,0.354772250634,0.0100240763277,6.78260326385
18,5,0.814171122995,0.521943853182,0.9927,0.027292611799,748,0.0374907078221,0.249011736363,0.211521028541,-0.0682698064484,0.354772250634,0.0100240763277,6.78260326385
19,6,0.823529411765,0.491707566906,0.9924,0.0265897838402,748,0.0374907078221,0.249011736363,0.211521028541,-0.0682698064484,0.354772250634,0.0100240763277,6.78260326385
20,0,0.77743902439,0.634350425829,0.9941,0.0219966615044,984,0.0405891370028,0.179024890065,0.138435753062,-0.0286287395284,0.248242766596,0.0102180764079,8.13247489929
21,1,0.788617886179,0.512793330286,0.9938,0.020612198883,984,0.0405891370028,0.179024890065,0.138435753062,-0.0286287395284,0.248242766596,0.0102180764079,8.13247489929
22,2,0.805894308943,0.526445721647,0.9935,0.0214957874257,984,0.0405891370028,0.179024890065,0.138435753062,-0.0286287395284,0.248242766596,0.0102180764079,8.13247489929
23,0,0.826241134752,0.517486722475,0.9938,0.0229782164457,846,0.0363215766847,0.20898604393,0.172664467245,-0.050010656938,0.295318277553,0.0100326854736,5.10707139969
24,1,0.830969267139,0.458633077131,0.9934,0.02340393153,846,0.0363215766847,0.20898604393,0.172664467245,-0.050010656938,0.295318277553,0.0100326854736,5.10707139969
25,2,0.845153664303,0.404139709564,0.9938,0.0242030835073,846,0.0363215766847,0.20898604393,0.172664467245,-0.050010656938,0.295318277553,0.0100326854736,5.10707139969
26,0,0.834326579261,0.444488823165,0.9945,0.0212575328063,839,0.0418427260593,0.185495246202,0.143652520142,-0.029983534012,0.257321506273,0.0100202234462,4.95727205276
27,1,0.836710369487,0.436935788276,0.9939,0.0227049653147,839,0.0418427260593,0.185495246202,0.143652520142,-0.029983534012,0.257321506273,0.0100202234462,4.95727205276
28,2,0.835518474374,0.420769819495,0.9938,0.0236188837449,839,0.0418427260593,0.185495246202,0.143652520142,-0.029983534012,0.257321506273,0.0100202234462,4.95727205276
29,0,0.817245817246,0.483040876926,0.9937,0.0237763403862,777,0.0319127589464,0.167273905128,0.135361146182,-0.0357678141445,0.234954478219,0.0100410543382,3.53343462944
30,1,0.867438867439,0.363474593487,0.9945,0.0217029253357,777,0.0319127589464,0.167273905128,0.135361146182,-0.0357678141445,0.234954478219,0.0100410543382,3.53343462944
31,2,0.879021879022,0.362409045778,0.9929,0.023250324543,777,0.0319127589464,0.167273905128,0.135361146182,-0.0357678141445,0.234954478219,0.0100410543382,3.53343462944
