,index,acc,loss,val_acc,val_loss,tr_size,l_iqr,h_iqr,iqr,l_thr,h_thr,min,max
0,0,0.927883333333,0.236486087632,0.9824,0.0529889445756,60000,0.0194349959493,0.164518639445,0.145083643496,-0.0531068257987,0.237060461193,0.01001095213,24.3867645264
1,1,0.9716,0.0934441376458,0.987,0.0380215036193,60000,0.0194349959493,0.164518639445,0.145083643496,-0.0531068257987,0.237060461193,0.01001095213,24.3867645264
2,2,0.978283333333,0.0728592268144,0.9894,0.0306997164573,60000,0.0194349959493,0.164518639445,0.145083643496,-0.0531068257987,0.237060461193,0.01001095213,24.3867645264
3,3,0.981133333333,0.0629655594915,0.9912,0.0283054282579,60000,0.0194349959493,0.164518639445,0.145083643496,-0.0531068257987,0.237060461193,0.01001095213,24.3867645264
4,4,0.983916666667,0.0542431998245,0.9902,0.0276119965744,60000,0.0194349959493,0.164518639445,0.145083643496,-0.0531068257987,0.237060461193,0.01001095213,24.3867645264
5,5,0.98525,0.0494215314064,0.9916,0.0256265753548,60000,0.0194349959493,0.164518639445,0.145083643496,-0.0531068257987,0.237060461193,0.01001095213,24.3867645264
6,6,0.9867,0.0431958693449,0.9917,0.0239539115697,60000,0.0194349959493,0.164518639445,0.145083643496,-0.0531068257987,0.237060461193,0.01001095213,24.3867645264
7,7,0.988,0.0405667973473,0.9918,0.0253142462067,60000,0.0194349959493,0.164518639445,0.145083643496,-0.0531068257987,0.237060461193,0.01001095213,24.3867645264
8,8,0.987333333333,0.0401656831706,0.9928,0.0226929744586,60000,0.0194349959493,0.164518639445,0.145083643496,-0.0531068257987,0.237060461193,0.01001095213,24.3867645264
9,9,0.98945,0.03489760202,0.9931,0.0214872393422,60000,0.0194349959493,0.164518639445,0.145083643496,-0.0531068257987,0.237060461193,0.01001095213,24.3867645264
10,10,0.990416666667,0.0312118806432,0.9928,0.0215203401281,60000,0.0194349959493,0.164518639445,0.145083643496,-0.0531068257987,0.237060461193,0.01001095213,24.3867645264
11,11,0.990533333333,0.0299970732102,0.9924,0.0219037162383,60000,0.0194349959493,0.164518639445,0.145083643496,-0.0531068257987,0.237060461193,0.01001095213,24.3867645264
12,0,0.634057971014,0.997574106075,0.9927,0.0246304884666,828,0.0657280497253,0.348758324981,0.283030275255,-0.0757870879024,0.490273462608,0.0100114932284,11.2071084976
13,1,0.722222222222,0.763568444528,0.9926,0.0274683470657,828,0.0657280497253,0.348758324981,0.283030275255,-0.0757870879024,0.490273462608,0.0100114932284,11.2071084976
14,2,0.717391304348,0.756549184737,0.9915,0.0320217586663,828,0.0657280497253,0.348758324981,0.283030275255,-0.0757870879024,0.490273462608,0.0100114932284,11.2071084976
15,0,0.803801765105,0.54286250164,0.994,0.0196290538005,1473,0.0403880216181,0.173684582114,0.133296560496,-0.0262602586299,0.240332862362,0.0100781423971,15.0472679138
16,1,0.807196198235,0.519558132787,0.994,0.020007588961,1473,0.0403880216181,0.173684582114,0.133296560496,-0.0262602586299,0.240332862362,0.0100781423971,15.0472679138
17,2,0.813306177868,0.527826677515,0.9937,0.0202001098241,1473,0.0403880216181,0.173684582114,0.133296560496,-0.0262602586299,0.240332862362,0.0100781423971,15.0472679138
18,0,0.775983854692,0.592381595927,0.9933,0.0217053559837,991,0.041003995575,0.252154558897,0.211150563322,-0.064571286086,0.357729840558,0.0100040286779,10.1219186783
19,1,0.808274470232,0.536849573991,0.9929,0.0215689198171,991,0.041003995575,0.252154558897,0.211150563322,-0.064571286086,0.357729840558,0.0100040286779,10.1219186783
20,2,0.802219979818,0.528530757555,0.9917,0.0268117795827,991,0.041003995575,0.252154558897,0.211150563322,-0.064571286086,0.357729840558,0.0100040286779,10.1219186783
21,0,0.791360294118,0.534175942515,0.9936,0.0211143685164,1088,0.0500312373042,0.185013413429,0.134982176125,-0.0174598507583,0.252504501492,0.0101122204214,11.2161474228
22,1,0.842830882353,0.460564174991,0.9928,0.0224153321812,1088,0.0500312373042,0.185013413429,0.134982176125,-0.0174598507583,0.252504501492,0.0101122204214,11.2161474228
