,index,acc,loss,val_acc,val_loss
count,135.0,135.0,135.0,135.0,135.0
mean,67.0,0.991997407407,0.0255202700285,0.993326666667,0.0200623999081
std,39.1152144312,0.00606875335425,0.0202546651968,0.0012632698628,0.00368139137721
min,0.0,0.939266666667,0.012661049032,0.9841,0.0181408792894
25%,33.5,0.991158333333,0.0157939601615,0.9934,0.0188287383411
50%,67.0,0.993766666667,0.0196384459934,0.9937,0.0190522182858
75%,100.5,0.994916666667,0.0283185650418,0.9938,0.0194905585081
max,134.0,0.996,0.198960589829,0.9942,0.0481227486881
