,acc,val_acc,loss,val_loss
0,0.863783330689,0.980999996543,0.418307991177,0.0568216522839
1,0.976566659053,0.984599995494,0.0884303727414,0.0509630515738
2,0.983216659804,0.990899996161,0.063635975743,0.0300896659179
3,0.987149995963,0.991499997377,0.0512186532964,0.0274769131094
4,0.989249996364,0.990499993682,0.0430575293514,0.02984913629
5,0.990816664815,0.991599997997,0.0372692173175,0.0266240535034
6,0.991649998864,0.991899996519,0.0323352776795,0.0301548756993
7,0.992183330894,0.992199995041,0.0298009013579,0.0266579300159
8,0.99293333288,0.991499996543,0.0272790356769,0.0309963254301
9,0.993666666766,0.992299996495,0.0245914745594,0.0278128489415
10,0.994366668304,0.991599997997,0.021602328326,0.0300756525313
11,0.99488333414,0.992399997115,0.0200842931722,0.0275380145728
12,0.994833334267,0.99269999814,0.0184922225355,0.0266277595574
13,0.995766669631,0.992799997091,0.0165489958643,0.0276198790418
14,0.995700002134,0.992199998379,0.0154800281039,0.0273571935223
15,0.996283336441,0.992499998569,0.0145204240737,0.0300948534246
16,0.996316669703,0.992899997711,0.0143491619698,0.0283389964502
17,0.996766669412,0.993499998927,0.0125176545807,0.0282327052771
18,0.996650002976,0.991799995065,0.0114375458666,0.031977721323
19,0.997033335527,0.992499997735,0.0117926706923,0.029424733243
20,0.997133336147,0.993099997282,0.0109103002749,0.0287592770435
21,0.997533336262,0.992699998975,0.010130220424,0.0293159497227
22,0.997283336381,0.993099997282,0.00970445087959,0.0317662602836
23,0.997583335459,0.991999997139,0.00899343969868,0.0311889426627
24,0.997683335384,0.992699998975,0.00880783782305,0.0319790144501
25,0.997500001709,0.992499997735,0.00876377696255,0.032608633091
26,0.997933336218,0.992099995255,0.00818839337117,0.036454270823
27,0.998150002698,0.992399997115,0.00783848357935,0.0327688270559
28,0.998516668876,0.992199999213,0.00627076499164,0.0338819428703
29,0.998266668856,0.991999997139,0.0069809554151,0.0349680393865
30,0.998383335272,0.992599996686,0.00629000863736,0.0332101819784
31,0.998366668502,0.99259999752,0.00613193427548,0.0343463848761
32,0.998300001979,0.99269999814,0.00601413827365,0.0361722491595
33,0.998333335658,0.992399998784,0.00592754823556,0.0368067767037
