,acc,val_acc,loss,val_loss
count,62.0,62.0,62.0,62.0
mean,0.734669678297,0.7183806455,0.7417138134,0.823346359915
std,0.097913414243,0.0568802850386,0.273407360873,0.14939616765
min,0.30874000206,0.462500001222,0.492761231774,0.730472551763
25%,0.708629999903,0.719799999088,0.554473961279,0.752886766955
50%,0.769380001217,0.742099999666,0.646631349355,0.764439183116
75%,0.800805001554,0.748050000191,0.834571245493,0.811003381073
max,0.81928000133,0.752800000072,1.87206215324,1.49604288685
