,index,acc,loss,val_acc,val_loss
count,109.0,109.0,109.0,109.0,109.0
mean,54.0,0.991185168196,0.028319107504,0.993501834862,0.0200218966952
std,31.6095976986,0.00591043766155,0.0199321548398,0.00169022142158,0.00480959277449
min,0.0,0.94515,0.0151495294236,0.9837,0.0174369893065
25%,27.0,0.9904,0.0188291799132,0.9936,0.0178849736664
50%,54.0,0.992966666667,0.0222795310349,0.9941,0.0183379992666
75%,81.0,0.9941,0.0307791953725,0.9943,0.0199293783884
max,108.0,0.994916666667,0.181783110825,0.9948,0.0516112658367
