 index acc val_acc loss val_loss batch
0 0 0.941949993594 0.983099996686 0.194055450385 0.0524897244244 2.0
1 1 0.970866660734 0.987099997044 0.0987717506102 0.0389477732083 2.0
2 2 0.976216662049 0.988099997401 0.0802764686663 0.0348073576173 2.0
3 3 0.978933328787 0.98959999752 0.0704850928219 0.0317206069517 2.0
4 4 0.981016662439 0.989399997711 0.0638265230815 0.0297621963164 2.0
5 5 0.982149996122 0.98989999783 0.0600480242834 0.0279413251356 2.0
6 6 0.983166663011 0.991199997902 0.0561987817756 0.0273530979195 2.0
7 7 0.984649996638 0.98989999783 0.0528065073072 0.026972827109 2.0
8 8 0.98518332994 0.99169999814 0.0500584213048 0.0244638213274 2.0
9 9 0.985366663277 0.991599998116 0.048399745625 0.0246510184635 2.0
10 10 0.986649996916 0.991199998021 0.0456599609406 0.0242812494377 2.0
11 11 0.987116663734 0.992099998236 0.0445506120511 0.023235465481 2.0
12 12 0.986833330313 0.991399998069 0.0436888211067 0.0247529945545 2.0
13 13 0.987666663885 0.992499998331 0.0410825130312 0.0223242916812 2.0
14 14 0.987466663778 0.992299998283 0.0413735489075 0.0226836182355 2.0
15 15 0.987866663853 0.992499998331 0.0397119108032 0.0231458972128 2.0
16 16 0.988733330707 0.992799998403 0.0384641650083 0.0215289012624 2.0
17 17 0.988733330746 0.992599998355 0.0377551116487 0.0220844760079 2.0
18 18 0.98854999733 0.991999998212 0.0373605959161 0.0224540460379 2.0
19 19 0.989549997568 0.992799998403 0.0354291652764 0.0212368958625 2.0
20 20 0.989283330818 0.992299998403 0.0354583287919 0.0210565757815 2.0
21 21 0.989699997604 0.992899998426 0.0336392421899 0.0206340384973 2.0
22 22 0.989816664279 0.992599998355 0.0336276713184 0.0210134611938 2.0
23 23 0.989933331013 0.99299999845 0.0326459510582 0.0200867710058 2.0
24 24 0.989999997656 0.992799998403 0.0313206193324 0.0200401422789 2.0
25 25 0.990566664477 0.992899998426 0.0323392121513 0.0196686128708 2.0
26 26 0.990033330957 0.99299999845 0.0315725953684 0.0201127506764 2.0
27 27 0.989966664334 0.993099998474 0.0308890022099 0.0198407633282 2.0
28 28 0.990816664497 0.99299999845 0.0290298879218 0.0197532161661 2.0
29 29 0.990033331056 0.992699998379 0.0310493012805 0.0201583644885 2.0
30 30 0.990933331192 0.993299998403 0.0287614973357 0.0197746497611 2.0
31 31 0.990983331203 0.993199998379 0.028692721385 0.0209008343962 2.0
32 32 0.990933331231 0.992799998283 0.0296399307257 0.0198661203209 2.0
33 33 0.990983331203 0.992899998307 0.0293038032771 0.0208412843801 2.0
34 34 0.9914166647 0.992999998331 0.0276404547918 0.0197332200516 2.0
35 35 0.991749998053 0.992999998331 0.0267189181926 0.0200520654609 2.0
36 36 0.991299997965 0.992799998403 0.0278921865376 0.0200281499857 2.0
37 37 0.991233331303 0.993299998403 0.0270959261122 0.0203475591102 2.0
38 38 0.992166664819 0.993099998474 0.025474911509 0.0200634265311 2.0
39 39 0.992233331501 0.993499998569 0.0243215320829 0.0189176912111 2.0
40 40 0.991333331307 0.993599998593 0.0266887310223 0.018631063478 2.0
41 41 0.992183331529 0.993399998426 0.0255035000358 0.0193138901124 2.0
42 42 0.991999998132 0.993499998569 0.025941410708 0.019105348719 2.0
43 43 0.99166666468 0.993399998546 0.0255700272851 0.0189563161827 2.0
44 44 0.992116664847 0.993799998522 0.0240172522906 0.0193545611281 2.0
45 45 0.992799998283 0.993199998498 0.0233236406529 0.0191037841784 2.0
46 46 0.992266664863 0.993699998617 0.024721902326 0.018587027246 2.0
47 47 0.992283331494 0.993699998498 0.0244153504873 0.0190538650915 2.0
48 48 0.993183331728 0.993399998426 0.0220905201943 0.0196164433073 2.0
49 49 0.992616664926 0.993199998379 0.0240419249323 0.0189628469263 2.0
50 50 0.992649998267 0.993199998379 0.0234302717423 0.0190913896726 2.0
51 51 0.99218333149 0.993799998522 0.0229279917978 0.0187307124474 2.0
52 52 0.992633331597 0.993299998522 0.0230282365269 0.0191005526502 2.0
53 53 0.992699998279 0.99349999845 0.0231843838974 0.0188892505452 2.0
54 54 0.992316664855 0.993599998474 0.0235614594673 0.0189427296892 2.0
55 55 0.99349999851 0.993799998522 0.0212683950297 0.0189275604881 2.0
56 56 0.992833331625 0.993599998474 0.0222582593529 0.0189343249781 2.0
57 57 0.993549998462 0.994099998593 0.02016897317 0.0186411555658 2.0
58 58 0.992916665018 0.993999998569 0.0209212316696 0.0185620138394 2.0
59 59 0.993283331831 0.993799998522 0.0204415573125 0.0188442907028 2.0
60 60 0.993399998446 0.993999998569 0.021432765426 0.0186768452478 2.0
61 61 0.993549998462 0.994099998593 0.0207822246947 0.0186928602849 2.0
62 62 0.993399998426 0.993799998522 0.0206390483632 0.0185518520963 2.0
63 63 0.993433331807 0.993699998617 0.0203044749067 0.0182477848477 2.0
64 64 0.993666665177 0.993699998498 0.0207340823328 0.0192804193906 2.0
65 65 0.993516665161 0.993399998426 0.0205763799847 0.0190893149945 2.0
66 66 0.993183331748 0.993899998546 0.0203278853457 0.01835241862 2.0
67 67 0.993599998474 0.993699998498 0.0193244441543 0.0192889687171 2.0
68 68 0.993449998438 0.993599998593 0.0201555867424 0.0184393017718 2.0
69 69 0.993699998518 0.993399998426 0.019704056067 0.0187313156278 2.0
70 70 0.993783331851 0.993399998426 0.0192349250079 0.0190782270155 2.0
71 71 0.993783331851 0.99349999845 0.0191139427857 0.0194115245081 2.0
72 72 0.99374999853 0.994099998593 0.0196839859554 0.0187007991398 2.0
73 73 0.993633331835 0.993999998569 0.0189204035595 0.0189234768108 2.0
74 0 0.937216670712 0.983000004292 0.205897250989 0.055171564093 4.0
75 1 0.970583339294 0.985300005436 0.0977458775993 0.0420144429753 4.0
76 2 0.976283340136 0.987700004578 0.0802184156792 0.0353711416365 4.0
77 3 0.979033340653 0.988700005293 0.0708315575659 0.0329720376411 4.0
78 4 0.980800006866 0.989800004244 0.0656277064231 0.030735646548 4.0
79 5 0.982716674248 0.990400004148 0.0605183460359 0.0287408297471 4.0
80 6 0.983100007017 0.990200004339 0.0569110973644 0.0281364344979 4.0
81 7 0.983966673772 0.990300004005 0.0551686538137 0.0269394964766 4.0
82 8 0.983866673787 0.991000003338 0.0527817996315 0.0257934946012 4.0
83 9 0.98495000724 0.991500003576 0.0489350365842 0.0248477750725 4.0
84 10 0.985983340621 0.991100003719 0.0476970116023 0.0239284617366 4.0
85 11 0.985733340263 0.990900003433 0.0471485383145 0.0238604562893 4.0
86 12 0.986400007168 0.991500003815 0.0462214734901 0.0243826449246 4.0
87 13 0.98760000666 0.992000003576 0.0428371443253 0.0229975136602 4.0
88 14 0.987466673096 0.991900003672 0.0414767289927 0.0232733482501 4.0
89 15 0.987333339651 0.992500003338 0.0419735045717 0.0224496326301 4.0
90 16 0.988033339659 0.992700003624 0.039095747089 0.0217755642577 4.0
91 17 0.987483340263 0.991700003862 0.0412131728486 0.0240215688842 4.0
92 18 0.988116672834 0.991900004387 0.0395146702352 0.0224110504693 4.0
93 19 0.988150006413 0.992500004053 0.0381969834379 0.0221942550884 4.0
94 20 0.988400006255 0.992300003529 0.0374706692264 0.0212867675567 4.0
95 21 0.988916673024 0.992400003433 0.0358713988699 0.0208863800791 4.0
96 22 0.989200005968 0.992600003719 0.0359020499381 0.0212917992166 4.0
97 23 0.989666672548 0.992600003242 0.0346123035619 0.0206695979847 4.0
98 24 0.990000006119 0.992500003338 0.033358893759 0.0207065464816 4.0
99 25 0.98928333958 0.99280000329 0.033871266952 0.0202074030081 4.0
100 26 0.989833339334 0.992900003433 0.0332097505487 0.0197889550629 4.0
101 27 0.989900006056 0.992800003052 0.0333492642268 0.0199566227698 4.0
102 28 0.990316672206 0.992700002909 0.0324906511998 0.0200222220154 4.0
103 29 0.989733339349 0.992600003481 0.0313522553519 0.0204363349161 4.0
104 30 0.991150005778 0.992600003481 0.0286247097357 0.0201132292779 4.0
105 31 0.990283339183 0.993500003338 0.0303139526201 0.0196784404973 4.0
106 32 0.989783339262 0.993500003576 0.0317617868235 0.019363877355 4.0
107 33 0.991250005643 0.993100003719 0.0279163669562 0.0193876666175 4.0
108 34 0.990683339039 0.993100003719 0.0301575922214 0.0202422275805 4.0
109 35 0.990866671999 0.992900003672 0.0289485357534 0.0199623398159 4.0
110 36 0.991266672174 0.994000003099 0.0285373922962 0.0188664094842 4.0
111 37 0.990666672389 0.99330000329 0.028815210962 0.0192065972367 4.0
112 38 0.991183339357 0.994000003338 0.0280987941535 0.0189523772798 4.0
113 39 0.991100005507 0.993600003242 0.0287672954068 0.0191640831579 4.0
114 40 0.991000005404 0.992700002909 0.0274132805574 0.0201594095686 4.0
115 41 0.99188333869 0.993400003672 0.026338707616 0.0187503683857 4.0
116 42 0.991733338435 0.993600003719 0.0265955521136 0.0191775123444 4.0
117 43 0.991583338777 0.993300003052 0.0267775707468 0.0195098301705 4.0
118 44 0.991500005086 0.993400003433 0.027248480822 0.0193284750058 4.0
119 45 0.991916671554 0.993300003052 0.025916894172 0.0191820560401 4.0
120 46 0.991766671856 0.993600003481 0.0267976908227 0.0186571747274 4.0
121 47 0.992450004776 0.993700003386 0.0245821353025 0.0186541170327 4.0
122 48 0.99188333865 0.993900003672 0.0264242862913 0.0184813964451 4.0
123 49 0.992000005086 0.993500003338 0.0250713719194 0.0183761482247 4.0
124 50 0.992066671451 0.993300003529 0.0248640189653 0.0187522856264 4.0
125 51 0.992000005205 0.993500003338 0.0258468268765 0.0183018764868 4.0
126 52 0.992316671491 0.993600003004 0.0251842662658 0.0186337467162 4.0
127 53 0.992733338118 0.993700003147 0.0243023667297 0.018859350404 4.0
128 54 0.992400005023 0.994000002861 0.0244388815602 0.0179077135191 4.0
129 0 0.942949995749 0.981399996996 0.188296231383 0.0591297949503 6.0
130 1 0.972633329928 0.986299999833 0.0937996570049 0.0400667886353 6.0
131 2 0.977083330929 0.987500000834 0.0782947990689 0.0367447954822 6.0
132 3 0.979699999273 0.988200000525 0.0683477553749 0.0321260876379 6.0
133 4 0.981549999654 0.98960000062 0.0629443406628 0.0303257601244 6.0
134 5 0.982916667461 0.990200000048 0.0580806007325 0.0288840942026 6.0
135 6 0.983550000966 0.990800000191 0.0560350590411 0.027602857133 6.0
136 7 0.984566667259 0.990500000119 0.0514692238546 0.0269957678314 6.0
137 8 0.985516667545 0.991200001597 0.0488864489302 0.0265766606442 6.0
138 9 0.986333334684 0.991100000262 0.0456504513936 0.0252453995803 6.0
139 10 0.986766668797 0.991800000668 0.0438994047153 0.0243187835924 6.0
140 11 0.98608333534 0.991200000525 0.0446038427895 0.025286240937 6.0
141 12 0.986700001478 0.991600000501 0.043089882578 0.0237732713381 6.0
142 13 0.987650001645 0.991300000072 0.040023497731 0.023861101828 6.0
143 14 0.987783334851 0.992100001097 0.038735780996 0.0227883691531 6.0
144 15 0.988716668606 0.991900001645 0.0370760229768 0.0228836857266 6.0
145 16 0.988850001514 0.991400001764 0.0368456650736 0.0232002844035 6.0
146 17 0.989450002491 0.992600001693 0.0355527120929 0.0223410312266 6.0
147 18 0.989083335459 0.992800000787 0.0360325411975 0.0220282861622 6.0
148 19 0.989150002658 0.992700000882 0.0356735454699 0.0217746907755 6.0
149 20 0.989950002491 0.992400000811 0.0331232388035 0.021531151633 6.0
150 21 0.990650002599 0.992400001168 0.0320953738398 0.0219160293494 6.0
151 22 0.990133335292 0.992900000334 0.0318091531753 0.0217726278493 6.0
152 23 0.990416669726 0.993000001311 0.0314201321887 0.0213405354892 6.0
153 24 0.990033335507 0.991700001121 0.0307600807954 0.0224996074244 6.0
154 25 0.991083335638 0.992200001359 0.0299664777741 0.0219998251634 6.0
155 26 0.991216669798 0.993100001216 0.0288367841595 0.0220267900673 6.0
156 27 0.990500002921 0.993500001192 0.0296933948662 0.0209906071114 6.0
157 28 0.990666669548 0.993300001383 0.0289004752824 0.0214325077712 6.0
158 29 0.99173333627 0.993300001025 0.0270929136091 0.0209573915425 6.0
159 30 0.990916668832 0.993300002098 0.0285768641721 0.0213979808845 6.0
