,acc,val_acc,loss,val_loss
0,0.377519999599,0.508200001121,1.70462101641,1.40158131409
1,0.50029999845,0.560800001025,1.3892587163,1.220153337
2,0.548399999666,0.607099998951,1.27490622339,1.11500266695
3,0.578099999857,0.632099998951,1.2010485291,1.0440507381
4,0.601279999661,0.645000001669,1.13281275983,1.0389539628
5,0.620940000629,0.66139999795,1.08443821378,0.967758919477
6,0.635500001287,0.667200000525,1.04313385472,0.956854247093
7,0.647260001612,0.670899996758,1.01090897279,0.950099648476
8,0.657559998369,0.671000002623,0.98227936945,0.938764922142
9,0.665539999628,0.680300002098,0.952990087557,0.916930892706
10,0.673340000391,0.706800001383,0.928875912428,0.858200422764
11,0.679060000467,0.707000000715,0.914078039598,0.847370702982
12,0.688659999037,0.710000002146,0.888824550581,0.836675589085
13,0.693139999008,0.714599998236,0.87415038805,0.826248561859
14,0.700239998722,0.722299999714,0.857336395502,0.818993900299
15,0.703680000973,0.717699996948,0.836799368906,0.822799008369
16,0.708379999208,0.722299998045,0.834388586664,0.806473196268
17,0.714579999733,0.719899995804,0.81732954402,0.804862597942
18,0.720699999046,0.733099996328,0.798244144964,0.772109266043
19,0.717939999008,0.728099998474,0.797167090368,0.780886185646
20,0.723799998856,0.718700000525,0.782673796082,0.820749073744
21,0.727099999714,0.732199999571,0.770290762043,0.778069067001
22,0.730799998569,0.734200001001,0.760743131733,0.768380934715
23,0.733419999361,0.734000000477,0.760078274059,0.763125216961
24,0.735660000086,0.732400003672,0.748591343403,0.781525149345
25,0.738500000238,0.739700001717,0.741357714701,0.757441787481
26,0.741379998493,0.738400001049,0.730036164761,0.752414056301
27,0.743200000906,0.738800000191,0.72037451179,0.756807489872
28,0.743339999151,0.73410000062,0.718808100772,0.770002081394
29,0.747760000467,0.739199998617,0.70658923595,0.757420979977
30,0.750620000458,0.738900000334,0.699579707003,0.756233403683
31,0.751439999723,0.745700001717,0.695108666754,0.7360050385
32,0.75446000042,0.745199997902,0.692380931139,0.742566564918
33,0.753179999971,0.741300001144,0.682883975029,0.753375439167
34,0.759319999075,0.749300000429,0.678644730544,0.734851678252
35,0.759700000381,0.741399998665,0.669215267277,0.742473787069
36,0.761139999962,0.746500001907,0.665712925887,0.742960725427
37,0.76007999959,0.747599997759,0.667276207304,0.745989395499
38,0.764320000362,0.745199997902,0.65630296154,0.751846014261
39,0.7698,0.741099999189,0.64685135386,0.751823036551
40,0.767179999685,0.748499997616,0.648963740182,0.742807128191
41,0.76856000042,0.748000000954,0.645062953448,0.743431930661
42,0.768660000467,0.749900001526,0.641891353512,0.73827017796
43,0.771260001707,0.737799999952,0.635434623265,0.761855313063
44,0.77263999958,0.751900004387,0.631228517461,0.733263172626
45,0.774920000696,0.748500000477,0.622432073259,0.736799932599
46,0.776820000982,0.743400000334,0.621374223447,0.753598704338
47,0.777200001383,0.746799998045,0.614773247266,0.740748280525
48,0.77995999999,0.750999998093,0.616971473217,0.734688730955
49,0.779860001802,0.749599999666,0.612163821864,0.733714851141
50,0.778600001335,0.752799996853,0.617213115335,0.734025474072
51,0.781499999046,0.744400000095,0.605502980971,0.756654367924
52,0.7837599998,0.751200001717,0.605133154821,0.729798811674
53,0.784180000734,0.749999999046,0.595952475882,0.731914050937
54,0.785320000076,0.746900002241,0.592707205153,0.759027983665
55,0.783300001431,0.744300001621,0.599580266833,0.762605024338
56,0.78656000061,0.748200001001,0.591078766322,0.734821414113
57,0.788540001297,0.74819999814,0.583084929228,0.742632564783
58,0.789080001593,0.755599998951,0.588248020816,0.733717085838
59,0.790679999971,0.752399997711,0.579449305677,0.720865013957
60,0.790740001249,0.753600000858,0.576421729541,0.735370763302
61,0.790320000601,0.748199999809,0.580999327874,0.740789186954
62,0.790720000744,0.751199998617,0.577335216236,0.734068021536
63,0.791820002079,0.756300000191,0.57353412149,0.728602983117
64,0.791980000734,0.748499999046,0.574719984174,0.753065201283
65,0.793219999266,0.756500000477,0.571345042038,0.741642850161
66,0.796760000181,0.755900000095,0.562559672093,0.730941449761
67,0.797480000591,0.753300001621,0.559369429564,0.735480949402
68,0.79838000021,0.758500003099,0.557814740443,0.719289498091
69,0.798600001431,0.757100001335,0.549176354098,0.732366676927
70,0.798579999971,0.753000000954,0.553450636697,0.733636608005
71,0.799200000095,0.754199998379,0.552455870867,0.744412591457
72,0.80172000227,0.754899998665,0.548072444582,0.733793008327
73,0.798720000458,0.753300000429,0.553168993902,0.765445604086
74,0.801120001411,0.758899998665,0.549065891218,0.738182088494
75,0.803220000982,0.760499998331,0.53970124464,0.726847712398
76,0.801259999323,0.757599997997,0.545901956439,0.735815087199
77,0.802320000362,0.755399999619,0.538841327024,0.7213135221
78,0.804520001173,0.754800000906,0.538804796052,0.730475661278
79,0.801180000257,0.757700001717,0.53976924355,0.723682846785
80,0.805940000772,0.759800000668,0.532857102227,0.738115260959
81,0.806019999743,0.757799999714,0.530525130558,0.735694581032
82,0.810180000448,0.753399997234,0.524114334679,0.753713211417
83,0.805099999619,0.757499999762,0.533880894256,0.74735255003
84,0.808219999647,0.755999996185,0.530106770253,0.740028320789
85,0.807060000038,0.755300000191,0.525526444936,0.739048257828
86,0.811359999657,0.757599999189,0.51905301795,0.740272450209
87,0.808099999523,0.758699999571,0.530287376738,0.725111128807
88,0.809820001316,0.752399999857,0.520315938139,0.773565920591
89,0.809219998598,0.753600002527,0.525774107504,0.74033006227
90,0.809939999151,0.755699999332,0.520007956982,0.752105950356
91,0.813219999599,0.751499999046,0.514985768604,0.758911911964
