,index,acc,loss,val_acc,val_loss
count,228.0,228.0,228.0,228.0,228.0
mean,113.5,0.993520394737,0.0204753899765,0.993285964912,0.0212870919103
std,65.9621103362,0.00577512298671,0.0191951816116,0.00149365041956,0.00396453053189
min,0.0,0.929466666667,0.00952531149475,0.9803,0.0192338589433
25%,56.75,0.993095833333,0.0117929622606,0.9934,0.0199976329819
50%,113.5,0.995191666667,0.0148226267286,0.9937,0.0203233777888
75%,170.25,0.9961,0.0216604020146,0.9939,0.0209773938732
max,227.0,0.996983333333,0.23097029889,0.9948,0.0629393478803
