,acc,val_acc,loss,val_loss
0,0.290880002755,0.432399995804,1.95622879958,1.61037198853
1,0.426519998264,0.510500004292,1.59680489273,1.37102604747
2,0.483999998927,0.518300002813,1.44990703311,1.34107260633
3,0.517280000806,0.577100003064,1.36099434347,1.20757551169
4,0.54324000237,0.569900000751,1.29091393609,1.20876111913
5,0.56496000309,0.604900001526,1.23572949219,1.13045504999
6,0.581220001984,0.630099998713,1.19205838203,1.06658384955
7,0.597840000689,0.624699998975,1.1493456296,1.07223424041
8,0.608940000629,0.652000000715,1.11919589326,1.00197485483
9,0.619100000906,0.657899995804,1.09041143346,0.987156924725
10,0.627299998569,0.658000000358,1.06655179453,0.974440734386
11,0.636059997964,0.668799993277,1.04168354659,0.94945519793
12,0.64355999732,0.673699994326,1.02429273424,0.93915962553
13,0.649499998307,0.684799996972,1.00314075441,0.917128474116
14,0.658039998078,0.683599993467,0.985671298337,0.913375564694
15,0.660179998446,0.668799998879,0.973605161285,0.937493558049
16,0.667079996371,0.690599998832,0.956675198054,0.888343378544
17,0.670859998465,0.695099992156,0.938432228374,0.879095967889
18,0.6776599962,0.696199997902,0.920852622867,0.869162453055
19,0.685719995594,0.700899997234,0.908928690791,0.8648189888
20,0.690899994898,0.708699998856,0.893114295435,0.844676025987
21,0.692419996071,0.706999999642,0.881238001513,0.846021473289
22,0.698159998155,0.695999992728,0.871316964388,0.871543265581
23,0.703279996228,0.710699999094,0.860871079159,0.832810220957
24,0.703879995561,0.703899996638,0.852157282543,0.843442239404
25,0.709799997807,0.706899995208,0.839223202109,0.844554858804
26,0.71277999661,0.706299997568,0.833132687092,0.84439180398
27,0.714539996266,0.717899997473,0.821486339688,0.818756770968
28,0.718819997001,0.711099998593,0.811093981957,0.827525506616
29,0.718599997997,0.720199994206,0.804764756393,0.812130580187
30,0.72359999783,0.723899996758,0.79391246078,0.802205448747
31,0.72727999835,0.725599994063,0.783656553507,0.790528335571
32,0.727699996543,0.722999998331,0.780380518198,0.799872664809
33,0.730439998603,0.723599994898,0.773479029346,0.804316852689
34,0.73501999867,0.728099996686,0.764702700233,0.777310894132
35,0.739959999943,0.72819999814,0.753328904533,0.788092401505
36,0.738739997077,0.729499999285,0.747578141642,0.770849169612
37,0.74269999907,0.727699999571,0.73916387105,0.785957523108
38,0.743579998946,0.71639999783,0.732894715333,0.814556209087
39,0.745039999104,0.726999999881,0.731158247304,0.784532019019
40,0.748039996243,0.734700001121,0.718284107876,0.764293102264
41,0.750479999113,0.737600001216,0.715348719573,0.765235369921
42,0.755280001736,0.733400004148,0.703680697036,0.773414734602
43,0.755120001078,0.739100000858,0.706300698543,0.754676617384
44,0.757380000377,0.738599997759,0.694311096621,0.756762753844
45,0.758740001774,0.735200002432,0.693032508564,0.766299409986
46,0.757980003023,0.73909999907,0.689873441243,0.75271686852
47,0.762460002089,0.742399996877,0.678319586444,0.749263573408
