,acc,val_acc,loss,val_loss
count,76.0,76.0,76.0,76.0
mean,0.756989738234,0.694699997358,0.705407125957,0.930035051532
std,0.116150872677,0.064242358972,0.304620008397,0.141900634985
min,0.21294000347,0.364100000799,0.413117410302,0.842091555357
25%,0.724534997439,0.696874997079,0.497722968888,0.862230486512
50%,0.792020003629,0.72074999541,0.615631131542,0.887647798717
75%,0.832685002816,0.727324996531,0.805476804447,0.932071095407
max,0.862880002165,0.73169999814,2.08208326802,1.72669594836
