,index,acc,loss,val_acc,val_loss
count,374.0,374.0,374.0,374.0,374.0
mean,186.5,0.993504322638,0.0204714247113,0.994057486631,0.019293168709
std,108.108741552,0.00465565052392,0.015686918576,0.0013950641038,0.00336699421303
min,0.0,0.934483333333,0.0105858079516,0.9808,0.0173762481747
25%,93.25,0.992925,0.0129663460737,0.9938,0.0182939862703
50%,186.5,0.994825,0.0156786977377,0.9944,0.0185715661885
75%,279.75,0.99575,0.0220975022682,0.9948,0.0189882568776
max,373.0,0.996616666667,0.21742757278,0.9953,0.059339650799
