,index,acc,loss,val_acc,val_loss
count,94.0,94.0,94.0,94.0,94.0
mean,46.5,0.99702748227,0.011741827827,0.99185212766,0.0634214614159
std,27.2794183711,0.0096844705985,0.0326741312499,0.00183348359443,0.0137660737368
min,0.0,0.9095,0.00260088837735,0.9818,0.0356368468007
25%,23.25,0.998429166667,0.00392004391607,0.9917,0.0549888939849
50%,46.5,0.9991,0.00455304406822,0.99225,0.0624748740619
75%,69.75,0.999245833333,0.00648499776472,0.9928,0.0703755424203
max,93.0,0.999483333333,0.300438313128,0.9936,0.108651719821
