,index,acc,loss,val_acc,val_loss
count,135.0,135.0,135.0,135.0,135.0
mean,67.0,0.983479135802,0.0912801219787,0.989981481481,0.0641277474875
std,39.1152144312,0.00335752090004,0.030319968421,0.00165069796116,0.0275811640574
min,0.0,0.951066666667,0.0547816012461,0.9828,0.0287759309085
25%,33.5,0.982666666667,0.0679037347625,0.9893,0.0459770442474
50%,67.0,0.984083333333,0.0824897500938,0.9902,0.0595784510639
75%,100.5,0.984991666667,0.105564427237,0.9911,0.0781929530563
max,134.0,0.986583333333,0.191690461365,0.993,0.235161450162
